,DATE,STAR,LIKE,REVIEW
3095,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,좋아요. 계속 잘 사용하는 중입니다.
3096,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,잘쓰고 있습니다 콕뱅크랑은 무슨 차이인지 모르겠네요
3097,2021-2-7,별표 5개 만점에 5개를 받았습니다.,1,너무 편하게 이용하고 있어요~
3098,2021-4-6,별표 5개 만점에 4개를 받았습니다.,0,편하게 잘 사용하고 있어요!
3099,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,농협스마트뱅킹 편리해요
3100,2020-11-26,별표 5개 만점에 1개를 받았습니다.,0,업데이트 자체가 안되네요.댓글보고 사진 동영상 파일등 삭제해도 안되는데 어찌하나요?돈도 못보내고 난감합니다ㅠㅠ
3101,2021-4-6,별표 5개 만점에 4개를 받았습니다.,0,사용하기 편리 합니다.
3102,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,앱사용이 간편해서 좋아요
3103,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,디자인이 깔끔해요
3104,2021-4-8,별표 5개 만점에 5개를 받았습니다.,0,편리하게잘써요
3105,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,지문인식으로 너무 편한 농협어플
3106,2020-12-11,별표 5개 만점에 5개를 받았습니다.,0,사용 편리합니다 앞으로도 잘 부탁 드립니다
3107,2021-2-26,별표 5개 만점에 1개를 받았습니다.,0,왜 핸드폰ㅡpc 공인인증서 안되지 지금 겁나 시도중인데 못해먹겠네
3108,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,사용하기 편리하네요~
3109,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,만족하며 사용하고있습니다.
3110,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,현재까지는 잘 사용하고 있습니다
3111,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,안정적이에요
3112,2021-4-7,별표 5개 만점에 5개를 받았습니다.,0,간편 빠른 이체
3113,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,늘 잘쓰고 있습니다. 감사합니다!
3114,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하고 다른앱은 사용하지 않아 좋습니다
3115,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,사용하기 쉽습니다
3116,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,간편로그인 정말편해요^^*
3117,2021-3-31,별표 5개 만점에 5개를 받았습니다.,0,아주 간편해요!
3118,2020-12-22,별표 5개 만점에 4개를 받았습니다.,0,자꾸 업데이트를하래요ㅜㅜ 하려고 들어가면 되지도 않구요..
3119,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편하고 좋아요~
3120,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,예전에 비해 많이 좋아졌습니다.
3121,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,저는완전잘되는데요 흠...
3122,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,너무 편하고 좋습니다
3123,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편하게 잘 사용하고 있어요
3124,2021-1-8,별표 5개 만점에 1개를 받았습니다.,0,계좌개설을 할수가 없어요 신분증 인식을 못하네요 어휴 답답하고.. 불편합니다
3125,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,사용이 편리합니다
3126,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편하게잘사용중입니다~~
3127,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,점점 괜찮아지는거같음. 만족.
